1 , 0
2 , 0
3 , 0
4 , 0
5 , 0.1708
6 , 0.1449
7 , 0.1214
8 , 0.1099
9 , 0.1016
10 , 0.088
11 , 0.0843
12 , 0.0817
13 , 0.0772
14 , 0.0701
15 , 0.0653
16 , 0.0609
17 , 0.0593
18 , 0.0556
19 , 0.0502
20 , 0.0456
21 , 0.043
22 , 0.0408
23 , 0.0396
24 , 0.0386
25 , 0.0378
26 , 0.0354
27 , 0.0342
28 , 0.0325
29 , 0.0329
30 , 0.0317
31 , 0.0312
32 , 0.0293
33 , 0.0271
34 , 0.0284
35 , 0.0265
36 , 0.0243
37 , 0.0241
38 , 0.0241
39 , 0.0243
40 , 0.0245
41 , 0.0234
42 , 0.0223
43 , 0.0234
44 , 0.023
45 , 0.0218
46 , 0.0217
47 , 0.0205
48 , 0.0197
49 , 0.0191
50 , 0.0187
51 , 0.0173
52 , 0.0174
53 , 0.0165
54 , 0.0165
55 , 0.0159
56 , 0.0156
57 , 0.0147
58 , 0.0141
59 , 0.0135
60 , 0.0132
61 , 0.0136
62 , 0.0131
63 , 0.0132
64 , 0.0126
65 , 0.0127
66 , 0.0127
67 , 0.0121
68 , 0.0117
69 , 0.0116
70 , 0.0121
71 , 0.0122
72 , 0.0126
73 , 0.0116
74 , 0.0114
75 , 0.0115
76 , 0.0117
77 , 0.0119
78 , 0.0116
79 , 0.0115
80 , 0.0114
81 , 0.012
82 , 0.0118
83 , 0.0116
84 , 0.0116
85 , 0.0112
86 , 0.0103
87 , 0.0111
88 , 0.0114
89 , 0.0113
90 , 0.011
91 , 0.0112
92 , 0.0106
93 , 0.0107
94 , 0.0106
95 , 0.01
96 , 0.0101
97 , 0.0097
98 , 0.0095
99 , 0.0099
100 , 0.0102
