2 , 0
4 , 0
8 , 0
16 , 0.125
32 , 0.09375
64 , 0.09375
128 , 0.0703125
256 , 0.078125
512 , 0.0878906
1024 , 0.0839844
2048 , 0.0888672
4096 , 0.0976562
8192 , 0.0974121
16384 , 0.0983887
32768 , 0.0986328
65536 , 0.0999298
131072 , 0.0991287
262144 , 0.0988846
524288 , 0.0990486
1048576 , 0.099391
2097152 , 0.0989776
4194304 , 0.0990124
8388608 , 0.0990131
16777216 , 0.0989594
33554432 , 0.0989971
67108864 , 0.0989723
134217728 , 0.0989771
268435456 , 0.0989821
536870912 , 0.0990092
